1179980,0.03
1185922,0.02
1191960,0.03
1197917,0.03
1203973,0.02
1209964,0.01
1215967,0.02
1221963,0.03
1227975,0.02
1233973,0.03
1239974,0.02
1245904,0.02
1252042,0.02
1257985,0.01
1263981,0.03
1270018,0.02
1276033,0.02
1282019,0.01
1287938,0.0
1293996,0.02
1299981,0.01
1305945,0.03
1311926,0.03
1317938,0.02
1323961,0.01
1330007,0.02
1336008,0.01
1341948,0.03
1347930,0.02
1353963,0.02
1359952,0.03
1365964,0.03
1371956,0.02
1377946,0.01
1383972,0.01
1390006,0.03
1395929,0.02
1401940,0.03
1407952,0.03
1413937,0.01
1419984,0.02
1426057,0.02
1432003,0.02
1437977,0.01
1443960,0.02
1449941,0.02
1455961,0.02
1461927,0.02
1467966,0.03
1473952,0.04
1479937,0.01
1485970,0.01
1491950,0.02
1497940,0.02
1503962,0.01
1509966,0.02
1515993,0.02
1521973,-0.01
1527996,0.01
1533964,0.01
1539949,0.01
1545949,0.01
1551959,0.03
1557931,0.03
1564042,0.02
1569989,0.02
1576044,0.02
1582023,0.03
1587905,0.02
1593990,0.01
1599938,0.02
1605986,0.02
1611949,0.01
1617983,0.01
1623972,0.02
1629965,0.03
1636007,0.01
1641939,0.02
1647942,0.03
1653980,0.02
1659936,0.02
1665973,0.02
1671933,0.01
1677960,0.03
1683914,0.02
1689967,0.01
1695980,0.03
1701978,0.02
1707931,0.03
1713999,0.01
1719933,0.02
1726043,0.02
1732011,0.03
1737976,0.02
1743948,0.01
1749942,0.02
1755998,0.02
1761942,0.01
1767968,0.02
1773982,0.01
1779946,0.02
1785949,0.02
1791973,0.02
1797940,0.01
1803951,0.02
1809958,0.0
1815974,0.03
1821991,-0.0
1827994,0.02
1833975,0.03
1839929,0.02
1845992,0.02
1851995,0.01
1858020,0.0
1863984,0.02
1869965,0.01
1876037,0.01
1882197,0.02
1887918,0.01
1893984,0.03
1899914,0.02
1905953,0.01
1911958,0.02
1917938,0.02
1923970,0.03
1929949,0.03
1935973,0.02
1941979,0.01
1947944,0.03
1953953,0.01
1959950,0.03
1965935,0.01
1971963,0.02
1977959,0.02
1983941,0.02
1989954,0.02
1995903,0.02
2002009,0.03
2008008,0.02
2013969,0.02
2020013,0.0
2026043,0.02
2032020,0.01
2037952,0.02
2043988,0.02
2049997,0.01
2056004,0.01
2061951,0.01
2067982,0.01
2074015,0.02
2080011,0.01
2085919,0.02
2092011,0.01
2098008,0.02
2104007,0.02
2109929,0.03
2116011,-0.0
2122032,0.02
2128010,0.02
2133998,0.02
2140001,0.02
2145998,0.02
2152021,0.03
2157944,0.02
2164019,0.02
2170003,0.01
2176044,0.02
2182023,0.02
2187979,0.02
2194015,0.01
2199952,0.01
2205952,0.01
2212010,0.02
2217969,0.02
2223986,0.05
2229973,0.02
2235946,0.02
2241980,0.02
2247929,0.02
2253988,0.03
2259936,0.01
2265945,0.01
2272008,0.0
2277959,0.04
2283910,-0.0
2290005,0.04
2296017,0.01
2301974,0.02
2308003,0.01
2313955,0.01
2319943,0.01
2326038,0.02
2331988,0.01
2338010,0.04
2344002,0.04
2349951,0.01
2356003,0.0
2362001,-0.0
2368026,0.03
2373947,0.03
2380008,0.04
2386018,0.0
2392002,0.01
2397946,0.03
2404004,0.02
2410003,0.01
2416001,0.02
2421986,0.02
2428009,0.02
2434043,0.02
2440012,0.03
2445944,0.01
2452008,0.01
2458005,0.02
2464155,0.02
2469946,0.01
2476034,0.03
2482034,0.0
2487973,0.03
2493976,0.03
2499923,0.01
2505974,0.01
2511930,0.01
2517995,0.02
2523965,0.02
2530003,0.02
2536003,0.02
2541961,0.02
2547987,0.02
2554008,0.02
2559992,0.01
2565958,0.01
2571998,0.02
2578019,0.02
2584028,0.02
2589992,0.01
2595995,0.01
2602003,0.02
2607966,0.02
2614003,0.02
2620013,0.02
2626027,0.03
2632013,0.02
2637987,0.01
2644005,0.01
2649961,0.02
2655945,0.03
2661913,0.02
2667978,0.03
2673931,0.01
2679974,0.02
2685934,0.02
2691954,0.02
2697931,0.02
2703985,0.02
2709930,0.02
2715986,0.02
2721912,0.02
2727960,0.04
2733991,0.01
2740199,0.01
2746001,0.03
2751965,0.0
2757972,0.02
2763983,0.01
2769977,0.01
2776217,0.04
2782014,0.02
2787908,0.03
2793987,0.02
2799924,0.02
2805937,0.0
2811929,0.01
2818038,0.02
2823988,0.02
2829958,0.02
2835970,0.02
2841996,0.02
2847997,0.03
2853992,0.02
2859991,0.03
2866002,0.01
2872007,0.01
2877945,0.01
2883999,0.01
2889999,0.01
2895999,0.02
2901926,0.02
2907994,0.02
2913985,0.02
2919917,0.02
2926042,0.02
2932002,0.01
2937959,0.0
2943951,0.02
2949944,0.03
2955971,0.01
2962002,0.03
2968010,0.02
2973969,0.02
2979957,0.02
2985988,0.01
2991943,0.02
2997903,0.02
3003999,0.02
3009949,0.01
3016003,0.01
3022229,0.01
3028010,0.02
3033971,0.01
3039936,0.02
3045932,0.01
3051996,0.01
3057903,0.02
3063948,0.01
3069923,0.02
3076027,0.02
3082000,0.01
3087979,0.01
3093987,0.01
3099915,0.02
3105988,0.01
3111918,0.03
3117984,0.01
3123939,0.02
3129995,0.02
3135961,0.03
3141929,0.01
3147993,0.02
3153965,0.02
3159928,0.01
3165936,0.03
3171929,0.02
3177964,0.03
3183894,0.02
3189976,0.01
3195894,0.03
3201967,0.03
3207927,0.01
3214011,0.02
3219935,0.02
3226023,0.02
3232048,0.02
3237999,0.01
3243945,0.01
3250004,0.01
3255961,0.0
3261946,0.01
3267995,0.02
3273968,0.0
3279971,0.03
3285895,0.02
3291955,0.02
3297952,0.02
3303926,0.01
3309965,0.02
3315929,0.03
3321966,0.02
3327956,0.03
3333932,0.04
3339992,0.03
3345928,0.02
3351945,0.01
3357903,0.03
3363909,0.01
3369968,0.02
3376381,0.02
3382034,0.01
3387893,0.02
3393973,0.02
3399949,0.01
3405936,0.01
3411926,0.0
3417925,
